country,population_estimation_2020,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million
Kazakhstan,18815231,2022-01,"QazVac, Sinopharm/Beijing, Sputnik V",17941272,9186151,8755121,398986,460340,94.45,48.36,46.09,24236
Kazakhstan,18815231,2022-02,"QazVac, Sinopharm/Beijing, Sputnik V",20884314,9382851,8987392,2932380,2939585,109.95,49.4,47.31,154758
Kazakhstan,18815231,2022-03,"QazVac, Sinopharm/Beijing, Sputnik V",20918681,9394344,9010266,34367,50828,110.13,49.46,47.44,2676
Kenya,53968739,2021-03,"Oxford/AstraZeneca, Sputnik V",161771,161771,0,0,121081,0.29,0.29,0,2205
Kenya,53968739,2021-04,"Oxford/AstraZeneca, Sputnik V",853081,853081,0,81900,715273,1.55,1.55,0,13010
Kenya,53968739,2021-05,"Oxford/AstraZeneca, Sputnik V",969692,969489,203,23184,130723,1.76,1.76,0,2380
Kenya,53968739,2021-06,"Oxford/AstraZeneca, Sputnik V",1378585,1008120,370465,329963,326766,2.51,1.83,0.67,5941
Kenya,53968739,2021-07,"Oxford/AstraZeneca, Sputnik V",1712550,1058280,654270,300079,402632,3.11,1.92,1.19,7322
Kenya,53968739,2021-08,"Oxford/AstraZeneca, Sputnik V",2773239,1968656,804583,935083,1008839,5.04,3.58,1.46,18346
Kenya,53968739,2021-09,"Oxford/AstraZeneca, Sputnik V",3761876,2856972,904904,713289,942399,6.84,5.2,1.65,17138
Kenya,53968739,2021-10,"Oxford/AstraZeneca, Sputnik V",5321880,3688884,1632996,1020140,1556487,9.68,6.71,2.97,28312
Kenya,53968739,2021-11,"Oxford/AstraZeneca, Sputnik V",7175590,4658835,2759827,943586,1735534,13.05,8.47,5.02,31564
Kenya,53968739,2021-12,"Oxford/AstraZeneca, Sputnik V",10002184,5930258,4155832,1214064,2842701,18.19,10.79,7.56,51700
Kenya,53968739,2022-01,"Oxford/AstraZeneca, Sputnik V",12252574,6572987,5530890,1663973,2123402,22.28,11.95,10.06,38616
Kenya,53968739,2022-02,"Oxford/AstraZeneca, Sputnik V",16617398,8767250,7597696,4069801,4536876,30.22,15.94,13.82,82510
Kenya,53968739,2022-03,"Oxford/AstraZeneca, Sputnik V",16740060,8816664,7667915,122662,130021,30.44,16.03,13.95,2364
Kiribati,119760,2021-06,Oxford/AstraZeneca,0,0,0,0,5858,0,0,0,48256
Kiribati,119760,2021-07,Oxford/AstraZeneca,0,0,0,0,6262,0,0,0,51584
Kiribati,119760,2021-08,Oxford/AstraZeneca,13970,13970,0,0,6949,11.51,11.51,0,57251
Kiribati,119760,2021-09,Oxford/AstraZeneca,36332,29429,6903,0,17882,29.93,24.24,5.69,147316
Kiribati,119760,2021-10,Oxford/AstraZeneca,65279,54026,11253,0,29989,53.78,44.51,9.27,247057
Kiribati,119760,2021-11,Oxford/AstraZeneca,82167,59492,22675,0,13940,67.69,49.01,18.68,114833
Kiribati,119760,2021-12,Oxford/AstraZeneca,0,0,0,0,19771,0,0,0,162867
Kiribati,119760,2022-01,Oxford/AstraZeneca,111686,71152,40534,0,17216,92.01,58.62,33.39,141830
Kiribati,119760,2022-02,Oxford/AstraZeneca,120594,74579,46015,0,7367,99.35,61.44,37.91,60695
Kiribati,119760,2022-03,Oxford/AstraZeneca,126919,76491,50428,0,1582,104.56,63.01,41.54,13034
Kuwait,4281320,2020-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2500,0,0,0,3363,0.06,0,0,777
Kuwait,4281320,2021-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",35000,0,0,0,47347,0.81,0,0,10939
Kuwait,4281320,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",175000,137000,38000,0,213260,4.04,3.17,0.88,49263
Kuwait,4281320,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",604861,500000,38000,0,333588,13.97,11.55,0.88,77063
Kuwait,4281320,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1000000,822000,38000,0,487841,23.1,18.99,0.88,112698
Kuwait,4281320,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1820000,0,0,0,874342,42.05,0,0,201992
Kuwait,4281320,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",0,0,0,0,347160,0,0,0,80190
Kuwait,4281320,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2375455,1452148,923307,0,243608,54.88,33.55,21.33,56289
Kuwait,4281320,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2668082,0,0,0,625366,61.64,0,0,144480
Kuwait,4281320,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",0,0,0,0,1086270,0,0,0,250950
Kuwait,4281320,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",0,0,0,0,1122479,0,0,0,259315
Kuwait,4281320,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6578646,3304574,3165385,0,1086270,151.98,76.34,73.13,250950
Kuwait,4281320,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6942690,3334421,3216700,11920,472086,160.39,77.03,74.31,109063
Kuwait,4281320,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7332551,3366671,3256029,19007,374732,169.4,77.78,75.22,86572
Kuwait,4281320,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7567520,3391299,3275680,0,231237,174.83,78.35,75.68,53418
Kuwait,4281320,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7592265,3393521,3277287,0,33589,175.4,78.4,75.71,7760
Kyrgyzstan,6542426,2021-03,"Sinopharm/Beijing, Sputnik V",0,0,0,0,216,0,0,0,33
Kyrgyzstan,6542426,2021-04,"Sinopharm/Beijing, Sputnik V",27858,27000,858,205,26066,0.42,0.41,0.01,3935
Kyrgyzstan,6542426,2021-05,"Sinopharm/Beijing, Sputnik V",54101,37117,6010,0,65081,0.82,0.56,0.09,9822
Kyrgyzstan,6542426,2021-06,"Sinopharm/Beijing, Sputnik V",173700,99900,73800,0,121618,2.62,1.51,1.11,18351
Kyrgyzstan,6542426,2021-07,"Sinopharm/Beijing, Sputnik V",570564,453881,116456,64930,312694,8.61,6.85,1.76,47178
Kyrgyzstan,6542426,2021-08,"Sinopharm/Beijing, Sputnik V",1141442,685629,453130,528727,583473,17.22,10.34,6.84,88028
Kyrgyzstan,6542426,2021-09,"Sinopharm/Beijing, Sputnik V",1459330,832011,622326,280605,316726,22.02,12.55,9.39,47784
Kyrgyzstan,6542426,2021-10,"Sinopharm/Beijing, Sputnik V",1741064,983749,754624,281734,285884,26.27,14.84,11.38,43130
Kyrgyzstan,6542426,2021-11,"Sinopharm/Beijing, Sputnik V",2021768,1120234,895200,260690,283092,30.5,16.9,13.51,42710
Kyrgyzstan,6542426,2021-12,"Sinopharm/Beijing, Sputnik V",2255224,1231313,990973,175190,244676,34.02,18.58,14.95,36914
Kyrgyzstan,6542426,2022-01,"Sinopharm/Beijing, Sputnik V",2498929,1334980,0,222981,232814,37.7,20.14,0,35126
Kyrgyzstan,6542426,2022-02,"Sinopharm/Beijing, Sputnik V",2739073,1441985,1163693,240144,241408,41.32,21.75,17.56,36420
Kyrgyzstan,6542426,2022-03,"Sinopharm/Beijing, Sputnik V",2782907,1456004,1183841,43834,57554,41.98,21.97,17.86,8683
Laos,7293542,2021-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",40732,40732,0,0,47558,0.55,0.55,0,6440
Laos,7293542,2021-04,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",184387,126072,58315,10505,136519,2.5,1.71,0.79,18495
Laos,7293542,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",865694,638377,227317,124622,584367,11.73,8.65,3.08,79187
Laos,7293542,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",1416267,886238,530029,429899,609182,19.19,12.01,7.18,82550
Laos,7293542,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",2050711,1179668,988156,21515,583918,27.79,15.99,13.39,79129
Laos,7293542,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",4238543,2443845,1794698,1059878,2117665,57.44,33.12,24.32,286976
Laos,7293542,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",4402770,2983763,2080368,144416,663736,59.66,40.43,28.19,89948
Laos,7293542,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",0,3251958,2776646,0,574616,0,44.07,37.63,77872
Laos,7293542,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",5830021,3744740,3099003,0,623270,79,50.75,42,84464
Laos,7293542,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",0,0,0,0,1095354,0,0,0,148428
Laos,7293542,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",7808722,4653477,3835288,0,1222492,105.82,63.06,51.97,165659
Laos,7293542,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",9215226,4909112,4306114,11615,868306,124.88,66.52,58.35,117666
Laos,7293542,2022-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",9454997,5094724,4360273,0,199017,128.13,69.04,59.09,26970
Latvia,1882408,2020-12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",2332,2331,1,2321,983,0.12,0.12,0,531
Latvia,1882408,2021-01,"Johnson&Johnson, Moderna, Pfizer/BioNTech",24224,17439,6784,21892,21448,1.3,0.93,0.36,11489
Latvia,1882408,2021-02,"Johnson&Johnson, Moderna, Pfizer/BioNTech",63865,46570,17295,39641,35535,3.42,2.49,0.93,19034
Latvia,1882408,2021-03,"Johnson&Johnson, Moderna, Pfizer/BioNTech",142995,118227,24781,79130,74383,7.66,6.33,1.33,39845
Latvia,1882408,2021-04,"Johnson&Johnson, Moderna, Pfizer/BioNTech",322472,267441,55396,179477,156681,17.27,14.33,2.97,83928
Latvia,1882408,2021-05,"Johnson&Johnson, Moderna, Pfizer/BioNTech",765283,508328,275948,442811,435213,40.99,27.23,14.78,233117
Latvia,1882408,2021-06,"Johnson&Johnson, Moderna, Pfizer/BioNTech",1121138,624578,550982,355855,362702,60.05,33.45,29.51,194275
Latvia,1882408,2021-07,"Johnson&Johnson, Moderna, Pfizer/BioNTech",1321694,735320,682968,200556,217698,70.79,39.39,36.58,116606
Latvia,1882408,2021-08,"Johnson&Johnson, Moderna, Pfizer/BioNTech",1477215,826309,760775,155521,158041,79.13,44.26,40.75,84652
Latvia,1882408,2021-09,"Johnson&Johnson, Moderna, Pfizer/BioNTech",1637902,915798,855486,160687,154559,87.73,49.05,45.82,82790
Latvia,1882408,2021-10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",1959960,1162196,1014672,322058,312385,104.98,62.25,54.35,167325
Latvia,1882408,2021-11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",2274816,1277243,1192104,314856,318445,121.85,68.41,63.85,170571
Latvia,1882408,2021-12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",2556176,1314682,1262503,281360,287334,136.92,70.42,67.62,153907
Latvia,1882408,2022-01,"Johnson&Johnson, Moderna, Pfizer/BioNTech",2788495,1337602,1287880,232319,241045,149.36,71.65,68.98,129115
Latvia,1882408,2022-02,"Johnson&Johnson, Moderna, Pfizer/BioNTech",2853505,1342163,1298908,65010,73562,152.84,71.89,69.57,39402
Latvia,1882408,2022-03,"Johnson&Johnson, Moderna, Pfizer/BioNTech",2859927,1342593,1299881,6422,7874,153.19,71.91,69.63,4218
Lebanon,6819976,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",40593,0,0,40593,31966,0.6,0,0,4722
Lebanon,6819976,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",216286,133294,82992,166856,162055,3.2,1.97,1.23,23939
Lebanon,6819976,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",461726,293260,168466,176321,246095,6.82,4.33,2.49,36356
Lebanon,6819976,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",774435,521645,252790,241346,295226,11.44,7.71,3.73,43614
Lebanon,6819976,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1349156,909523,439633,529885,537005,19.93,13.44,6.49,79332
Lebanon,6819976,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1946891,1113441,833450,597735,621499,28.76,16.45,12.31,91817
Lebanon,6819976,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2457930,1367317,1090613,478437,517984,36.31,20.2,16.11,76522
Lebanon,6819976,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2914325,1609654,1304671,456395,440766,43.05,23.78,19.27,65116
Lebanon,6819976,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3293076,1765154,1521801,275333,426781,48.65,26.08,22.48,63048
Lebanon,6819976,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3601289,1915051,1686238,288006,292365,53.2,28.29,24.91,43189
Lebanon,6819976,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4379487,2252750,1831322,693359,758732,64.7,33.28,27.05,112088
Lebanon,6819976,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",4902087,2438034,2019153,522600,533618,72.42,36.02,29.83,78831
Lebanon,6819976,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",5176128,2491955,2156594,274041,292602,76.47,36.81,31.86,43227
Lebanon,6819976,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",5209293,2499496,2170547,33165,43453,76.96,36.92,32.07,6418
Lesotho,2145194,2021-03,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,9020,0,0,0,4180
Lesotho,2145194,2021-04,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",16000,16000,0,0,14860,0.74,0.74,0,6882
Lesotho,2145194,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",36759,36637,122,0,17151,1.7,1.7,0.01,7933
Lesotho,2145194,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,13050,0,0,0,6030
Lesotho,2145194,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",72948,36637,19685,0,22200,3.38,1.7,0.91,10283
Lesotho,2145194,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",201795,71597,32181,0,103649,9.35,3.32,1.49,48004
Lesotho,2145194,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",359980,324686,316384,0,175178,16.67,15.04,14.65,81132
Lesotho,2145194,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",383341,347836,339506,0,140498,17.75,16.11,15.72,65071
Lesotho,2145194,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",617671,581857,572287,0,132008,28.61,26.95,26.51,61139
Lesotho,2145194,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",857925,782175,727528,0,197617,39.74,36.23,33.7,91531
Lesotho,2145194,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,33965,0,0,0,15732
Lesotho,2145194,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",857925,782175,727528,0,40490,39.74,36.23,33.7,18752
Lesotho,2145194,2022-03,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",926760,782175,727528,0,16196,42.92,36.23,33.7,7500
Liberia,5077411,2021-05,Oxford/AstraZeneca,56144,56144,0,0,24677,1.08,1.08,0,4763
Liberia,5077411,2021-06,Oxford/AstraZeneca,82212,79670,2542,1847,24533,1.59,1.54,0.05,4736
Liberia,5077411,2021-07,Oxford/AstraZeneca,0,0,0,0,5361,0,0,0,1034
Liberia,5077411,2021-08,Oxford/AstraZeneca,0,0,0,0,3534,0,0,0,682
Liberia,5077411,2021-09,Oxford/AstraZeneca,0,0,0,0,3420,0,0,0,660
Liberia,5077411,2021-10,Oxford/AstraZeneca,438430,365900,344837,8242,312329,8.46,7.06,6.66,60291
Liberia,5077411,2021-11,Oxford/AstraZeneca,597913,506647,476276,0,190921,11.54,9.78,9.19,36859
Liberia,5077411,2021-12,Oxford/AstraZeneca,880313,784838,755263,0,435155,16.99,15.15,14.58,84009
Liberia,5077411,2022-01,Oxford/AstraZeneca,1146910,1018979,986975,0,149091,22.14,19.67,19.05,28783
Liberia,5077411,2022-02,Oxford/AstraZeneca,1200630,1116709,1084591,0,15800,23.18,21.56,20.94,3050
Libya,6887247,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",750,750,0,0,59800,0.01,0.01,0,8593
Libya,6887247,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",106559,106559,0,0,172159,1.53,1.53,0,24740
Libya,6887247,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",379404,379404,0,0,157377,5.45,5.45,0,22616
Libya,6887247,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",546745,546745,0,0,186157,7.86,7.86,0,26753
Libya,6887247,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1031060,951010,52050,33382,502946,14.82,13.67,0.75,72279
Libya,6887247,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1586055,1381925,204130,48231,507245,22.79,19.86,2.93,72894
Libya,6887247,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1988280,1545739,442541,0,345276,28.57,22.21,6.36,49619
Libya,6887247,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",2335862,1683548,652314,0,406559,33.57,24.19,9.37,58424
Libya,6887247,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",2679874,1854197,825677,0,342958,38.51,26.65,11.87,49284
Libya,6887247,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",3051024,2031276,996091,0,365455,43.85,29.19,14.31,52521
Libya,6887247,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",3324621,2159157,1092052,60075,271774,47.78,31.03,15.69,39056
Libya,6887247,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",3353611,2172442,1101751,11827,35903,48.19,31.22,15.83,5159
Liechtenstein,38147,2020-12,"Moderna, Pfizer/BioNTech",0,0,0,0,0,0,0,0,0
Liechtenstein,38147,2021-01,"Moderna, Pfizer/BioNTech",841,818,0,841,675,2.2,2.14,0,17644
Liechtenstein,38147,2021-02,"Moderna, Pfizer/BioNTech",2602,1863,817,1761,1711,6.8,4.87,2.14,44729
Liechtenstein,38147,2021-03,"Moderna, Pfizer/BioNTech",6103,4385,1974,3501,3265,15.95,11.46,5.16,85354
Liechtenstein,38147,2021-04,"Moderna, Pfizer/BioNTech",13002,9007,4350,6899,6393,33.99,23.55,11.37,167116
Liechtenstein,38147,2021-05,"Moderna, Pfizer/BioNTech",21844,13055,9202,8842,8860,57.1,34.13,24.06,231609
Liechtenstein,38147,2021-06,"Moderna, Pfizer/BioNTech",32497,19513,13474,10653,10713,84.95,51.01,35.22,280052
Liechtenstein,38147,2021-07,"Moderna, Pfizer/BioNTech",39224,20771,18982,6727,7613,102.54,54.3,49.62,199015
Liechtenstein,38147,2021-08,"Moderna, Pfizer/BioNTech",43159,23058,20644,3935,3829,112.82,60.28,53.97,100096
Liechtenstein,38147,2021-09,"Moderna, Pfizer/BioNTech",46881,24556,22986,3722,3739,122.55,64.19,60.09,97739
Liechtenstein,38147,2021-10,"Moderna, Pfizer/BioNTech",48746,25087,24455,1865,1855,127.43,65.58,63.93,48493
Liechtenstein,38147,2021-11,"Moderna, Pfizer/BioNTech",51147,25741,25053,2401,2077,133.7,67.29,65.49,54294
Liechtenstein,38147,2021-12,"Moderna, Pfizer/BioNTech",63010,26156,25602,11863,12261,164.71,68.37,66.93,320515
Liechtenstein,38147,2022-01,"Moderna, Pfizer/BioNTech",69083,26644,26042,6073,5806,180.59,69.65,68.08,151773
Liechtenstein,38147,2022-02,"Moderna, Pfizer/BioNTech",70228,26707,26354,1145,1441,183.58,69.81,68.89,37667
Liechtenstein,38147,2022-03,"Moderna, Pfizer/BioNTech",70228,26707,26354,0,0,183.58,69.81,68.89,0
Lithuania,2715340,2020-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9755,9755,0,7338,9955,0.36,0.36,0,3702
Lithuania,2715340,2021-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",94843,72484,22359,85088,79105,3.53,2.69,0.83,29408
Lithuania,2715340,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",240938,166519,74415,146095,140268,8.96,6.19,2.77,52146
Lithuania,2715340,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",522596,353434,169148,281658,263109,19.43,13.14,6.29,97813
Lithuania,2715340,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",990797,690016,300960,468201,431242,36.83,25.65,11.19,160322
Lithuania,2715340,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1614077,1020087,611446,623280,648595,60.01,37.92,22.73,241124
Lithuania,2715340,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2246367,1241858,1053131,632290,620383,83.51,46.17,39.15,230639
Lithuania,2715340,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2583395,1415128,1249985,337028,352612,96.04,52.61,46.47,131090
Lithuania,2715340,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3000671,1659946,1515366,417276,432534,111.55,61.71,56.34,160800
Lithuania,2715340,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3227062,1749246,1646397,226391,233403,119.97,65.03,61.21,86770
Lithuania,2715340,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3396599,1812241,1725777,169537,175924,126.27,67.37,64.16,65400
Lithuania,2715340,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3705038,1870612,1783113,308439,287146,137.74,69.54,66.29,106747
Lithuania,2715340,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4131613,1917781,1832159,426575,415465,153.6,71.3,68.11,154455
Lithuania,2715340,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4414833,1942378,1861410,283220,319427,164.13,72.21,69.2,118754
Lithuania,2715340,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4450876,1946269,1870163,36043,44856,165.47,72.36,69.53,16678
Lithuania,2715340,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4454744,1946828,1870907,3868,4109,165.61,72.38,69.55,1528
Luxembourg,627704,2020-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1251,1251,0,799,1019,0.2,0.2,0,1605
Luxembourg,627704,2021-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",12433,10752,1681,9184,10495,1.96,1.69,0.26,16530
Luxembourg,627704,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37807,27101,10706,21980,24625,5.96,4.27,1.69,38790
Luxembourg,627704,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95693,73151,22540,49615,52973,15.07,11.52,3.55,83445
Luxembourg,627704,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",196286,144387,37870,91289,96319,30.92,22.74,5.97,151728
Luxembourg,627704,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",351210,229701,0,134946,153947,55.32,36.18,0,242508
Luxembourg,627704,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",551943,341055,0,177028,192287,86.95,53.73,0,302904
Luxembourg,627704,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",710384,393360,0,152493,166565,111.9,61.96,0,262384
Luxembourg,627704,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",763056,406760,0,45428,62406,120.2,64.08,0,98305
Luxembourg,627704,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",789507,418594,0,26451,25351,124.37,65.94,0,39936
