total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,new_cases,new_deaths,%deaths,%cases,clusters
0,0.0,0.0,0.0,1273428,60,0,0.000785282,0.034630933,0
0,0.0,0.0,0.0,1273428,63,0,0.000785282,0.039578209,0
0,0.0,0.0,0.0,1273428,23,0,0.000785282,0.041384358,0
0,0.0,0.0,0.0,130262220,0,0,0.0,0.0,0
0,0.0,0.0,0.0,130262220,4,0,0.0,3.07e-06,0
0,0.0,0.0,0.0,130262220,1211,29,2.23e-05,0.000932734,0
0,0.0,0.0,0.0,130262220,18009,1830,0.001427121,0.014757924,0
0,0.0,0.0,0.0,130262220,71440,8071,0.007623085,0.069601148,0
0,0.0,0.0,0.0,130262220,135425,17839,0.02131777,0.173564522,0
0,0.0,0.0,0.0,130262220,198548,18919,0.035841551,0.325986307,0
0,0.0,0.0,0.0,130262220,174923,17726,0.049449487,0.460271597,0
0,0.0,0.0,0.0,130262220,143656,13232,0.059607459,0.570553765,0
0,0.0,0.0,0.0,130262220,181746,11318,0.070437154,0.710076951,0
0,0.0,0.0,0.0,130262220,188581,14187,0.081328262,0.854847246,0
0,0.0,0.0,0.0,116255,1,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,116255,0,0,0.0,0.000860178,0
0,0.0,0.0,0.0,4024025,353,4,9.94e-05,0.008772311,0
0,0.0,0.0,0.0,4024025,3544,112,0.002882686,0.096843335,0
0,0.0,0.0,0.0,4024025,4354,179,0.007330968,0.205043458,0
0,0.0,0.0,0.0,4024025,8362,250,0.013543653,0.412845348,0
0,0.0,0.0,0.0,4024025,8120,233,0.019333876,0.614633358,0
0,0.0,0.0,0.0,4024025,12187,217,0.024726487,0.91748933,0
0,0.0,0.0,0.0,4024025,16122,325,0.032802977,1.318132964,0
0,0.0,0.0,0.0,4024025,22998,465,0.044358571,1.889650288,0
0,0.0,0.0,0.0,4024025,31324,519,0.057256106,2.668074875,0
0,0.0,0.0,0.0,4024025,37454,681,0.07417946,3.5988345,0
0,0.0,0.0,0.0,4024025,14986,453,0.085436845,3.971247694,0
0,0.0,0.0,0.0,4024025,25649,511,0.098135573,4.60864433,0
0,0.0,0.0,0.0,39520,1,0,0.0,0.002530364,0
0,0.0,0.0,0.0,39520,51,1,0.002530364,0.131578947,0
0,0.0,0.0,0.0,39520,43,3,0.010121457,0.240384615,0
0,0.0,0.0,0.0,39520,4,0,0.010121457,0.250506073,0
0,0.0,0.0,0.0,39520,4,0,0.010121457,0.26062753,0
0,0.0,0.0,0.0,39520,17,0,0.010121457,0.303643725,0
0,0.0,0.0,0.0,39520,34,0,0.010121457,0.389676113,0
0,0.0,0.0,0.0,39520,76,1,0.010121457,0.551619433,0
0,0.0,0.0,0.0,39520,141,0,0.005060729,0.90840081,0
0,0.0,0.0,0.0,39520,250,1,0.007591093,1.540991903,0
0,0.0,0.0,0.0,39520,3198,9,0.118927126,20.70597166,0
0,0.0,0.0,0.0,39520,1176,4,0.129048583,23.68168016,0
0,0.0,0.0,0.0,39520,1311,3,0.136639676,26.99898785,0
0,0.0,0.0,0.0,3329282,12,0,0.0,0.000360438,0
0,0.0,0.0,0.0,3329282,26,0,0.0,0.001141387,0
0,0.0,0.0,0.0,3329282,141,0,0.0,0.005376535,0
0,0.0,0.0,0.0,3329282,41,0,0.0,0.006608031,0
0,0.0,0.0,0.0,3329282,71,0,0.0,0.008740623,0
0,0.0,0.0,0.0,3329282,10,0,0.0,0.009040988,0
0,0.0,0.0,0.0,3329282,12,0,0.0,0.009401426,0
0,0.0,0.0,0.0,3329282,27,0,0.0,0.010212412,0
0,0.0,0.0,0.0,3329282,444,0,0.0,0.023548621,0
0,0.0,0.0,0.0,3329282,411,1,3e-05,0.035893625,0
0,0.0,0.0,0.0,3329282,584,1,6.01e-05,0.053434945,0
0,0.0,0.0,0.0,628051,109,2,0.000318445,0.017355278,0
0,0.0,0.0,0.0,628051,213,5,0.001114559,0.051269722,0
0,0.0,0.0,0.0,628051,2,2,0.001433005,0.051588167,0
0,0.0,0.0,0.0,628051,224,3,0.001910673,0.087254061,0
0,0.0,0.0,0.0,628051,2525,36,0.007642691,0.489291475,0
0,0.0,0.0,0.0,628051,1762,52,0.015922274,0.76984194,0
0,0.0,0.0,0.0,628051,5937,69,0.026908643,1.715147337,0
0,0.0,0.0,0.0,628051,7569,132,0.047926044,2.920304243,0
0,0.0,0.0,0.0,628051,16924,198,0.079452146,5.614989865,0
0,0.0,0.0,0.0,628051,12982,183,0.108589908,7.682019454,0
0,0.0,0.0,0.0,628051,13412,123,0.128174304,9.81751482,0
0,0.0,0.0,0.0,4981,5,0,0.0,0.10038145,0
0,0.0,0.0,0.0,4981,6,1,0.02007629,0.220839189,0
0,0.0,0.0,0.0,4981,0,0,0.02007629,0.220839189,0
0,0.0,0.0,0.0,4981,0,0,0.02007629,0.220839189,0
0,0.0,0.0,0.0,4981,1,0,0.02007629,0.240915479,0
0,0.0,0.0,0.0,4981,1,0,0.02007629,0.260991769,0
0,0.0,0.0,0.0,4981,0,0,0.02007629,0.260991769,0
0,0.0,0.0,0.0,4981,0,0,0.02007629,0.260991769,0
0,0.0,0.0,0.0,4981,0,0,0.02007629,0.260991769,0
0,0.0,0.0,0.0,4981,0,0,0.02007629,0.260991769,0
0,0.0,0.0,0.0,4981,0,0,0.02007629,0.260991769,0
0,0.0,0.0,0.0,4981,11,1,0.06022887,3.513350733,0
0,0.0,0.0,0.0,37344787,0,0,0.0,0.0,0
0,0.0,0.0,0.0,37344787,617,36,9.64e-05,0.001652172,0
0,0.0,0.0,0.0,37344787,3806,134,0.000455217,0.011843688,0
0,0.0,0.0,0.0,37344787,3384,35,0.000548939,0.020905194,0
0,0.0,0.0,0.0,37344787,4726,23,0.000610527,0.03356024,0
0,0.0,0.0,0.0,37344787,11789,125,0.000945246,0.065128233,0
0,0.0,0.0,0.0,37344787,38268,788,0.003055313,0.167600367,0
0,0.0,0.0,0.0,37344787,61063,1053,0.005874983,0.33111181,0
0,0.0,0.0,0.0,37344787,95431,1501,0.009894286,0.586652161,0
0,0.0,0.0,0.0,37344787,137252,2151,0.015654126,0.954178692,0
0,0.0,0.0,0.0,37344787,82857,1542,0.019783216,1.176049016,0
0,0.0,0.0,0.0,32163045,8,0,0.0,2.49e-05,0
0,0.0,0.0,0.0,32163045,68,0,0.0,0.000236296,0
0,0.0,0.0,0.0,32163045,178,2,6.22e-06,0.000789726,0
0,0.0,0.0,0.0,32163045,635,4,1.87e-05,0.002764042,0
0,0.0,0.0,0.0,32163045,975,5,3.42e-05,0.005795471,0
0,0.0,0.0,0.0,32163045,2052,12,7.15e-05,0.012175464,0
0,0.0,0.0,0.0,32163045,4812,38,0.000189659,0.027136734,0
0,0.0,0.0,0.0,32163045,4141,31,0.000286043,0.040011759,0
0,0.0,0.0,0.0,32163045,2832,39,0.0004073,0.048816895,0
0,0.0,0.0,0.0,32163045,2941,35,0.00051612,0.05796093,0
0,0.0,0.0,0.0,32163045,20012,235,0.001141061,0.120181407,0
0,0.0,0.0,0.0,32163045,20696,274,0.001992971,0.184528548,0
0,0.0,0.0,0.0,54806014,15,1,1.82e-06,2.74e-05,0
0,0.0,0.0,0.0,54806014,136,5,1.09e-05,0.000275517,0
0,0.0,0.0,0.0,54806014,73,0,1.09e-05,0.000408714,0
0,0.0,0.0,0.0,54806014,75,0,1.09e-05,0.000545561,0
0,0.0,0.0,0.0,54806014,54,0,1.09e-05,0.00064409,0
0,0.0,0.0,0.0,54806014,529,0,1.09e-05,0.001609312,0
0,0.0,0.0,0.0,54806014,12491,304,0.000565631,0.024400607,0
0,0.0,0.0,0.0,54806014,39333,927,0.002257052,0.096168278,0
0,0.0,0.0,0.0,54806014,38007,704,0.003541582,0.165516507,0
0,0.0,0.0,0.0,54806014,33917,741,0.004893624,0.227402051,0
0,0.0,0.0,0.0,2587344,11,0,0.0,0.000425146,0
0,0.0,0.0,0.0,2587344,5,0,0.0,0.000618395,0
0,0.0,0.0,0.0,2587344,8,0,0.0,0.000927592,0
0,0.0,0.0,0.0,2587344,181,0,0.0,0.007923183,0
0,0.0,0.0,0.0,2587344,1924,10,0.000386497,0.082285154,0
0,0.0,0.0,0.0,2587344,5421,65,0.002898725,0.291805032,0
0,0.0,0.0,0.0,2587344,3715,46,0.00467661,0.435388568,0
0,0.0,0.0,0.0,2587344,1670,12,0.005140407,0.499933523,0
0,0.0,0.0,0.0,2587344,1445,18,0.005836101,0.5557823,0
0,0.0,0.0,0.0,2587344,9561,54,0.007923183,0.925311826,0
0,0.0,0.0,0.0,2587344,10003,147,0.013604685,1.311924506,0
0,0.0,0.0,0.0,2587344,4901,72,0.016387461,1.501346555,0
0,0.0,0.0,0.0,2587344,397,12,0.155333037,6.092038786,0
0,0.0,0.0,0.0,10873,0,0,0.0,0.0,0
0,0.0,0.0,0.0,10873,0,0,0.0,0.0,0
0,0.0,0.0,0.0,29674920,1,0,0.0,3.37e-06,0
0,0.0,0.0,0.0,29674920,0,0,0.0,3.37e-06,0
0,0.0,0.0,0.0,29674920,4,0,0.0,1.68e-05,0
0,0.0,0.0,0.0,29674920,52,0,0.0,0.000192081,0
0,0.0,0.0,0.0,29674920,1516,8,2.7e-05,0.005297403,0
0,0.0,0.0,0.0,29674920,11992,21,9.77e-05,0.045708632,0
0,0.0,0.0,0.0,29674920,6207,27,0.000188712,0.066625285,0
0,0.0,0.0,0.0,29674920,19689,172,0.000768326,0.132974242,0
0,0.0,0.0,0.0,29674920,38357,270,0.001678185,0.262231541,0
0,0.0,0.0,0.0,29674920,92926,439,0.003157549,0.575378131,0
0,0.0,0.0,0.0,29674920,62709,571,0.005081732,0.786697993,0
0,0.0,0.0,0.0,29674920,27141,348,0.00625444,0.878159065,0
0,0.0,0.0,0.0,17173094,10,0,0.0,5.82e-05,0
0,0.0,0.0,0.0,17173094,13610,1039,0.006050162,0.079310112,0
0,0.0,0.0,0.0,17173094,26246,3769,0.027997285,0.23214221,0
0,0.0,0.0,0.0,17173094,6756,1163,0.034769506,0.271482821,0
0,0.0,0.0,0.0,17173094,3790,157,0.035683727,0.293552228,0
0,0.0,0.0,0.0,17173094,4448,57,0.035951588,0.31945321,0
0,0.0,0.0,0.0,17173094,16745,79,0.036341733,0.416960392,0
0,0.0,0.0,0.0,17173094,53159,187,0.037430646,0.726508572,0
0,0.0,0.0,0.0,17173094,235923,989,0.043189655,2.100302951,0
0,0.0,0.0,0.0,17173094,167902,1984,0.054742611,3.078006794,0
0,0.0,0.0,0.0,17173094,278031,2058,0.066726473,4.696998689,0
0,0.0,0.0,0.0,288217,16,0,0.0,0.005551373,0
0,0.0,0.0,0.0,288217,3,0,0.0,0.006245294,0
0,0.0,0.0,0.0,288217,1,0,0.0,0.006592255,0
0,0.0,0.0,0.0,288217,2,0,0.0,0.007286177,0
0,0.0,0.0,0.0,288217,1,0,0.0,0.007633138,0
0,0.0,0.0,0.0,288217,1,0,0.0,0.007980098,0
0,0.0,0.0,0.0,288217,4,0,0.0,0.009367942,0
0,0.0,0.0,0.0,288217,1,0,0.0,0.009714902,0
0,0.0,0.0,0.0,288217,5,0,0.0,0.011449706,0
0,0.0,0.0,0.0,288217,5,0,0.0,0.01318451,0
0,0.0,0.0,0.0,288217,9,0,0.0,0.016307157,0
0,0.0,0.0,0.0,5126300,1,0,0.0,1.95e-05,0
0,0.0,0.0,0.0,5126300,646,1,1.95e-05,0.012621189,0
0,0.0,0.0,0.0,5126300,833,18,0.000370638,0.028851218,0
0,0.0,0.0,0.0,5126300,26,3,0.000429159,0.029338899,0
0,0.0,0.0,0.0,5126300,24,0,0.000429159,0.029807073,0
0,0.0,0.0,0.0,5126300,34,0,0.000429159,0.03047032,0
0,0.0,0.0,0.0,5126300,190,0,0.000429159,0.034176697,0
0,0.0,0.0,0.0,5126300,96,3,0.000487681,0.036049392,0
0,0.0,0.0,0.0,5126300,111,0,0.000487681,0.038214697,0
0,0.0,0.0,0.0,5126300,100,0,0.000487681,0.040165421,0
0,0.0,0.0,0.0,5126300,103,0,0.000487681,0.042174668,0
0,0.0,0.0,0.0,5126300,144,0,0.000487681,0.044964204,0
0,0.0,0.0,0.0,6702379,5,1,1.49e-05,7.46e-05,0
0,0.0,0.0,0.0,6702379,9,2,4.48e-05,0.000208881,0
0,0.0,0.0,0.0,6702379,745,32,0.000522203,0.011324337,0
0,0.0,0.0,0.0,6702379,1760,48,0.001238366,0.03758367,0
0,0.0,0.0,0.0,6702379,1153,33,0.001730729,0.054786517,0
0,0.0,0.0,0.0,6702379,822,21,0.00204405,0.067050819,0
0,0.0,0.0,0.0,6702379,676,14,0.002252931,0.07713679,0
0,0.0,0.0,0.0,6702379,344,5,0.002327532,0.082269296,0
0,0.0,0.0,0.0,6702379,270,4,0.002387212,0.086297716,0
0,0.0,0.0,0.0,6702379,262,5,0.002461812,0.090206776,0
0,0.0,0.0,0.0,6702379,207,4,0.002521493,0.093295231,0
0,0.0,0.0,0.0,6702379,192,4,0.002581173,0.096159886,0
0,0.0,0.0,0.0,25130810,27,3,1.19e-05,0.000107438,0
0,0.0,0.0,0.0,25130810,692,29,0.000127334,0.00286103,0
0,0.0,0.0,0.0,25130810,239,32,0.000254667,0.003812054,0
0,0.0,0.0,0.0,25130810,117,3,0.000266605,0.004277618,0
0,0.0,0.0,0.0,25130810,63,2,0.000274563,0.004520348,0
0,0.0,0.0,0.0,25130810,42,0,0.000274563,0.004679515,0
0,0.0,0.0,0.0,25130810,21,0,0.000274563,0.004763078,0
0,0.0,0.0,0.0,25130810,23,0,0.000274563,0.004854599,0
0,0.0,0.0,0.0,25130810,328,3,0.000286501,0.00615977,0
0,0.0,0.0,0.0,25130810,1775,32,0.000413835,0.013222813,0
0,0.0,0.0,0.0,25130810,1194,55,0.00063269,0.017973953,0
0,0.0,0.0,0.0,25130810,223,13,0.000684419,0.01886131,0
0,0.0,0.0,0.0,25130810,47,1,0.001225587,0.035020757,0
0,0.0,0.0,0.0,211400704,1,0,0.0,4.73e-07,0
0,0.0,0.0,0.0,211400704,134,2,9.46e-07,6.39e-05,0
0,0.0,0.0,0.0,211400704,1797,56,2.74e-05,0.000913904,0
0,0.0,0.0,0.0,211400704,8230,229,0.000135761,0.004806985,0
0,0.0,0.0,0.0,211400704,15532,303,0.000279091,0.01215417,0
0,0.0,0.0,0.0,211400704,17457,289,0.000415798,0.020411947,0
0,0.0,0.0,0.0,211400704,10857,134,0.000479185,0.025547692,0
0,0.0,0.0,0.0,211400704,4840,99,0.000526015,0.027837183,0
0,0.0,0.0,0.0,211400704,4005,32,0.000541152,0.029731689,0
0,0.0,0.0,0.0,211400704,4704,30,0.00055487,0.031956847,0
0,0.0,0.0,0.0,211400704,20050,116,0.000609743,0.041441205,0
0,0.0,0.0,0.0,211400704,43635,297,0.000750234,0.062082102,0
0,0.0,0.0,0.0,211400704,24415,321,0.000902078,0.073631259,0
0,0.0,0.0,0.0,1614,0,0,0.0,0.0,0
0,0.0,0.0,0.0,1614,0,0,0.0,0.0,0
0,0.0,0.0,0.0,1614,0,0,0.0,0.0,0
0,0.0,0.0,0.0,1614,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2082661,1,0,0.0,4.8e-05,0
0,0.0,0.0,0.0,2082661,328,9,0.000432139,0.015797098,0
0,0.0,0.0,0.0,2082661,1136,68,0.003697193,0.070342701,0
0,0.0,0.0,0.0,2082661,761,56,0.006386061,0.106882493,0
0,0.0,0.0,0.0,2082661,4108,169,0.01450068,0.304130149,0
0,0.0,0.0,0.0,2082661,4420,184,0.023335531,0.516358639,0
0,0.0,0.0,0.0,2082661,3587,117,0.028953344,0.688590222,0
0,0.0,0.0,0.0,2082661,3636,136,0.035483451,0.863174564,0
0,0.0,0.0,0.0,2082661,13595,255,0.047727403,1.515945226,0
0,0.0,0.0,0.0,2082661,30306,769,0.084651319,2.971102834,0
0,0.0,0.0,0.0,2082661,21451,740,0.120182785,4.00108323,0
0,0.0,0.0,0.0,2082661,9364,352,0.13708424,4.45070033,0
0,0.0,0.0,0.0,2082661,8161,204,0.442414776,14.6650367,1
0,0.0,0.0,0.0,5465629,15,0,0.0,0.000274442,0
0,0.0,0.0,0.0,5465629,4626,39,0.00071355,0.084912459,0
0,0.0,0.0,0.0,5465629,3097,171,0.003842193,0.141575654,0
0,0.0,0.0,0.0,5465629,702,26,0.004317893,0.154419555,0
0,0.0,0.0,0.0,5465629,439,14,0.004574039,0.162451568,0
0,0.0,0.0,0.0,5465629,361,5,0.00466552,0.16905648,0
0,0.0,0.0,0.0,5465629,1542,9,0.004830185,0.197269152,0
0,0.0,0.0,0.0,5465629,3245,10,0.005013147,0.256640178,0
0,0.0,0.0,0.0,5465629,6304,8,0.005159516,0.371979145,0
0,0.0,0.0,0.0,5465629,15819,50,0.006074324,0.661406034,0
0,0.0,0.0,0.0,5223376,6,0,0.0,0.000114868,0
0,0.0,0.0,0.0,5223376,186,1,1.91e-05,0.003675784,0
0,0.0,0.0,0.0,5223376,2156,10,0.000210592,0.044951771,0
0,0.0,0.0,0.0,5223376,9089,38,0.000938091,0.218958007,0
0,0.0,0.0,0.0,5223376,28633,127,0.003369468,0.767128386,0
0,0.0,0.0,0.0,5223376,39089,245,0.008059921,1.515475815,0
0,0.0,0.0,0.0,5223376,6563,264,0.013114124,1.641122523,0
0,0.0,0.0,0.0,5223376,12863,250,0.0179003,1.887380882,0
0,0.0,0.0,0.0,5223376,15849,273,0.023126805,2.190805334,0
0,0.0,0.0,0.0,5223376,9265,215,0.027242917,2.368181038,0
0,0.0,0.0,0.0,5223376,5985,6,0.081365002,7.432530226,0
0,0.0,0.0,0.0,225199929,4,0,0.0,1.78e-06,0
0,0.0,0.0,0.0,225199929,2114,27,1.2e-05,0.000940498,0
0,0.0,0.0,0.0,225199929,15996,390,0.000185169,0.008043519,0
0,0.0,0.0,0.0,225199929,54346,1126,0.000685169,0.032175854,0
0,0.0,0.0,0.0,225199929,141010,2852,0.001951599,0.094791327,0
0,0.0,0.0,0.0,225199929,64835,1556,0.002642541,0.1235813,0
0,0.0,0.0,0.0,225199929,17544,343,0.00279485,0.131371711,0
0,0.0,0.0,0.0,225199929,16957,190,0.002879219,0.138901465,0
0,0.0,0.0,0.0,225199929,21164,339,0.003029752,0.148299336,0
0,0.0,0.0,0.0,225199929,66512,1268,0.003592808,0.177833981,0
0,0.0,0.0,0.0,225199929,81696,2085,0.004518652,0.21411108,0
0,0.0,0.0,0.0,225199929,64250,1507,0.005187835,0.242641284,0
0,0.0,0.0,0.0,18174,2,0,0.0,0.011004732,0
0,0.0,0.0,0.0,18174,3,0,0.0,0.02751183,0
0,0.0,0.0,0.0,18174,3,0,0.0,0.044018928,0
0,0.0,0.0,0.0,18174,0,0,0.0,0.044018928,0
0,0.0,0.0,0.0,18174,2,0,0.0,0.05502366,0
0,0.0,0.0,0.0,18174,1623,0,0.0,8.985363706,0
0,0.0,0.0,0.0,18174,2148,6,0.033014196,20.80444591,0
0,0.0,0.0,0.0,18174,233,0,0.033014196,22.08649719,0
0,0.0,0.0,0.0,5222756,119,1,1.91e-05,0.002278491,0
0,0.0,0.0,0.0,5222756,225,1,3.83e-05,0.006586561,0
0,0.0,0.0,0.0,5222756,104,1,5.74e-05,0.008577847,0
0,0.0,0.0,0.0,5222756,1980,5,0.000153176,0.046488865,0
0,0.0,0.0,0.0,5222756,9409,74,0.001570052,0.226642792,0
0,0.0,0.0,0.0,5222756,10892,70,0.002910341,0.435191688,0
0,0.0,0.0,0.0,5222756,17170,159,0.005954711,0.763945319,0
0,0.0,0.0,0.0,5222756,13621,172,0.009247991,1.024746322,0
0,0.0,0.0,0.0,5222756,32127,249,0.014015589,1.639881319,0
0,0.0,0.0,0.0,5222756,52357,668,0.026805771,2.642359704,0
0,0.0,0.0,0.0,5222756,20958,433,0.035096413,3.043642092,0
0,0.0,0.0,0.0,5222756,24650,209,0.039098131,3.515615127,0
0,0.0,0.0,0.0,4381583,1181,30,0.000684684,0.026953729,0
0,0.0,0.0,0.0,4381583,5351,158,0.004290687,0.149078541,0
0,0.0,0.0,0.0,4381583,6931,148,0.007668461,0.307263379,0
0,0.0,0.0,0.0,4381583,20087,295,0.014401188,0.765704997,0
0,0.0,0.0,0.0,4381583,31706,790,0.032431201,1.489324749,0
0,0.0,0.0,0.0,4381583,27726,581,0.045691249,2.122109749,0
0,0.0,0.0,0.0,4381583,19613,370,0.054135686,2.569733359,0
0,0.0,0.0,0.0,4381583,21003,328,0.061621565,3.049080663,0
0,0.0,0.0,0.0,4381583,32208,379,0.070271406,3.784157461,0
0,0.0,0.0,0.0,4381583,80984,943,0.091793308,5.632439235,0
0,0.0,0.0,0.0,9119005,1,0,0.0,1.1e-05,0
0,0.0,0.0,0.0,9119005,7,0,0.0,8.77e-05,0
0,0.0,0.0,0.0,9119005,0,0,0.0,8.77e-05,0
0,0.0,0.0,0.0,9119005,3,0,0.0,0.000120627,0
0,0.0,0.0,0.0,9119005,61,2,2.19e-05,0.00078956,0
0,0.0,0.0,0.0,9119005,403,3,5.48e-05,0.005033444,0
0,0.0,0.0,0.0,9119005,75,2,7.68e-05,0.005855902,0
0,0.0,0.0,0.0,9119005,55,0,7.68e-05,0.006459038,0
0,0.0,0.0,0.0,9119005,67,0,7.68e-05,0.007193767,0
0,0.0,0.0,0.0,9119005,124,2,9.87e-05,0.008553565,0
0,0.0,0.0,0.0,9119005,71,0,9.87e-05,0.009332158,0
0,0.0,0.0,0.0,9119005,424,3,0.000131593,0.013981789,0
0,0.0,0.0,0.0,7219641,69,3,4.16e-05,0.000955726,0
0,0.0,0.0,0.0,7219641,197,7,0.000138511,0.003684394,0
0,0.0,0.0,0.0,7219641,720,1,0.000152362,0.013657189,0
0,0.0,0.0,0.0,7219641,1235,6,0.000235469,0.030763302,0
0,0.0,0.0,0.0,7219641,3117,32,0.000678704,0.073937194,0
0,0.0,0.0,0.0,7219641,12324,277,0.00451546,0.244638203,0
0,0.0,0.0,0.0,7219641,23096,531,0.011870396,0.564543306,0
0,0.0,0.0,0.0,7219641,22427,547,0.01944695,0.875182021,0
0,0.0,0.0,0.0,7219641,19239,352,0.024322539,1.141663415,0
0,0.0,0.0,0.0,7219641,25508,506,0.031331198,1.494977382,0
0,0.0,0.0,0.0,7219641,25295,457,0.037661152,1.845341063,0
0,0.0,0.0,0.0,33359415,1065,138,0.000413676,0.003192502,0
0,0.0,0.0,0.0,33359415,35911,4644,0.014334784,0.110841272,0
0,0.0,0.0,0.0,33359415,127500,15928,0.062081424,0.493042219,0
0,0.0,0.0,0.0,33359415,120737,17188,0.11360511,0.854970029,0
0,0.0,0.0,0.0,33359415,122279,18084,0.167814693,1.221520222,0
0,0.0,0.0,0.0,33359415,239674,17630,0.220663342,1.939980063,0
0,0.0,0.0,0.0,33359415,164602,8523,0.246212351,2.433399986,0
0,0.0,0.0,0.0,33359415,88412,4359,0.259279127,2.698428615,0
0,0.0,0.0,0.0,33359415,62350,2955,0.268137196,2.885332372,0
0,0.0,0.0,0.0,33359415,52607,3621,0.278991703,3.043029981,0
0,0.0,0.0,0.0,33359415,123102,10740,0.311186512,3.412047244,0
0,0.0,0.0,0.0,111046910,1,0,0.0,9.01e-07,0
0,0.0,0.0,0.0,111046910,2,1,9.01e-07,2.7e-06,0
0,0.0,0.0,0.0,111046910,2081,89,7.92e-05,0.001876684,0
0,0.0,0.0,0.0,111046910,6404,480,0.000511496,0.007643617,0
0,0.0,0.0,0.0,111046910,9598,389,0.000861798,0.016286811,0
0,0.0,0.0,0.0,111046910,19428,309,0.001140059,0.03378212,0
0,0.0,0.0,0.0,111046910,55840,757,0.001821753,0.084067175,0
0,0.0,0.0,0.0,111046910,127465,1535,0.003204051,0.198851999,0
0,0.0,0.0,0.0,111046910,90875,1946,0.004956464,0.280686784,0
0,0.0,0.0,0.0,111046910,69035,1717,0.006502657,0.342854205,0
0,0.0,0.0,0.0,111046910,50901,1171,0.007557167,0.38869159,0
0,0.0,0.0,0.0,111046910,42434,852,0.00832441,0.42690427,0
0,0.0,0.0,0.0,111046910,51554,1505,0.009679693,0.473329695,0
0,0.0,0.0,0.0,111046910,15962,2587,0.053164919,3.311767973,0
0,0.0,0.0,0.0,37797000,2311,33,8.73e-05,0.006114242,0
0,0.0,0.0,0.0,37797000,10566,611,0.001703839,0.034068841,0
0,0.0,0.0,0.0,37797000,10909,420,0.002815038,0.06293092,0
0,0.0,0.0,0.0,37797000,10607,399,0.003870678,0.090993994,0
0,0.0,0.0,0.0,37797000,11295,253,0.004540043,0.120877318,0
0,0.0,0.0,0.0,37797000,21684,323,0.005394608,0.178246951,0
0,0.0,0.0,0.0,37797000,24142,474,0.006648676,0.242119745,0
0,0.0,0.0,0.0,37797000,271217,3118,0.014898008,0.959681985,0
0,0.0,0.0,0.0,37797000,628080,11519,0.045373971,2.621401169,0
0,0.0,0.0,0.0,10167923,7443,160,0.001573576,0.07320079,0
0,0.0,0.0,0.0,10167923,17602,829,0.009726667,0.246313824,0
0,0.0,0.0,0.0,10167923,7616,421,0.013867139,0.319632633,0
0,0.0,0.0,0.0,10167923,9641,166,0.015499724,0.414450424,0
0,0.0,0.0,0.0,10167923,8931,159,0.017063465,0.502285472,0
0,0.0,0.0,0.0,10167923,6940,87,0.017919097,0.570539332,0
0,0.0,0.0,0.0,10167923,17530,149,0.01938449,0.742944257,0
0,0.0,0.0,0.0,10167923,65737,536,0.02465597,1.389457808,0
0,0.0,0.0,0.0,10167923,156782,1998,0.044306,2.931385299,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
0,0.0,0.0,0.0,2828246,0,0,0.0,0.0,0
