total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,new_cases,new_deaths,%deaths,%cases,clusters
1553874,47.61,27.05,22.08,3263459,16248,856,0.411894251,8.926510184,1
1924950,58.98,28.91,25.93,3263459,56154,1005,0.442689796,10.6471998,1
0,0.0,0.0,0.0,2397240,11477,258,0.023693915,1.662244915,0
49882,2.08,2.08,0.0,2397240,7086,144,0.029700823,1.957834843,0
146725,6.12,6.12,0.0,2397240,8039,137,0.035415728,2.293178822,0
250345,10.44,6.63,3.82,2397240,14707,276,0.046928968,2.906676011,0
365137,15.23,9.92,5.31,2397240,37010,444,0.065450268,4.450534782,0
434644,18.13,10.54,7.59,2397240,50237,692,0.094316798,6.546153076,0
629604,26.26,16.47,9.79,2397240,22293,107,0.098780264,7.476097512,0
943915,39.38,28.21,11.16,2397240,7374,38,0.10036542,7.783701256,0
1128095,47.06,32.16,14.9,2397240,8474,12,0.100865996,8.137191103,0
1128095,47.06,48.77,43.13,2397240,24441,26,0.101950576,9.156738583,1
1128095,47.06,49.8,45.01,2397240,33527,137,0.107665482,10.55530527,1
1422523,59.34,59.34,48.51,2397240,10914,38,0.109250638,11.01057883,1
1438728,60.02,60.02,51.23,2397240,0,0,0.109250638,11.01057883,1
2084119,0.97,0.97,0.0,213993441,1527489,29576,0.104978918,4.303179087,0
8465403,3.96,3.06,0.9,213993441,1349570,30531,0.119246178,4.933838603,0
22839287,10.67,8.29,2.38,213993441,2205301,66959,0.15053639,5.964384675,2
47399150,22.15,14.81,7.34,213993441,1911712,82392,0.189038504,6.85773542,2
68665647,32.09,21.65,10.44,213993441,1882784,58714,0.216475794,7.737567994,2
101167462,47.28,35.09,12.45,213993441,2012408,55244,0.242291538,8.677974387,2
142301917,66.5,49.11,19.4,213993441,1351850,38188,0.260136945,9.309699357,2
194176380,90.74,63.61,29.3,213993441,863050,24088,0.271393365,9.71300611,1
239190412,111.77,70.76,42.73,213993441,522288,16268,0.278995467,10.0154294,1
279666131,130.69,74.58,54.26,213993441,382263,11050,0.284159177,10.19406244,1
309486607,144.62,76.6,62.58,213993441,285518,6903,0.287384976,10.32748616,1
331273910,154.81,77.66,67.03,213993441,191696,4349,0.289417282,10.41706647,1
362503209,169.4,79.59,70.06,213993441,3171691,8255,0.293274877,11.8992105,1
392763634,183.54,83.06,72.45,213993441,3333041,22087,0.303596221,13.45675403,2
396537303,185.3,83.35,72.87,213993441,1090620,9832,0.308190754,13.96640517,1
16302,53.58,37.97,15.61,30423,54,0,0.003286987,0.815172731,0
21403,70.35,41.29,29.06,30423,50,0,0.003286987,0.979522072,0
27883,91.65,54.05,37.6,30423,2202,30,0.101896591,8.217467048,1
29828,98.04,56.19,41.85,30423,68,6,0.121618512,8.440982152,1
32398,106.49,57.32,49.17,30423,74,0,0.121618512,8.684219176,1
33872,111.34,58.84,52.49,30423,83,0,0.121618512,8.957039082,1
34909,114.75,60.02,54.73,30423,48,1,0.124905499,9.11481445,1
35799,117.67,60.59,55.9,30423,719,1,0.128192486,11.47815797,1
36330,119.42,61.64,56.59,30423,2383,10,0.161062354,19.31104756,1
36610,120.34,62.2,56.95,30423,210,13,0.203793183,20.00131479,1
14876,3.37,3.29,0.08,441532,12,0,0.000679452,0.05073245,0
52775,11.95,9.43,2.52,441532,18,0,0.000679452,0.054809164,0
84458,19.13,15.79,3.33,441532,18,0,0.000679452,0.058885879,0
163999,37.14,30.54,6.61,441532,77,0,0.000679452,0.076325159,0
327825,74.25,52.46,21.79,441532,2375,6,0.002038357,0.614225017,0
493587,111.79,67.26,44.53,441532,4404,33,0.009512334,1.611661216,1
607436,137.57,79.88,57.69,441532,6014,46,0.019930605,2.973736898,1
751178,170.13,91.36,78.77,441532,1928,9,0.021968963,3.41039834,1
898401,203.47,91.93,90.75,441532,430,1,0.022195447,3.50370981,1
979285,221.79,92.19,91.36,441532,1006,0,0.022195447,3.731552866,1
1041610,235.91,92.33,91.61,441532,47066,27,0.028310519,14.3912559,1
4608,0.07,0.07,0.0,6896655,56966,3541,0.109850355,2.932813081,0
41125,0.6,0.41,0.19,6896655,16482,1469,0.131150536,3.171798502,0
212445,3.08,2.54,0.54,6896655,28290,1146,0.147767287,3.58199736,0
472443,6.85,5.47,1.38,6896655,95595,3006,0.191353634,4.968104103,0
815463,11.82,8.73,3.09,6896655,61747,3202,0.237781939,5.863422195,0
1365923,19.81,11.68,8.13,6896655,14197,1301,0.256646157,6.069275613,0
1761277,25.54,13.86,11.68,6896655,3252,361,0.261880578,6.116428906,0
2028136,29.41,14.91,14.5,6896655,3225,152,0.264084545,6.163190706,0
2312605,33.53,15.79,17.0,6896655,30688,683,0.273987897,6.608160043,0
2539650,36.82,15.79,19.29,6896655,46420,1986,0.302784466,7.281239963,1
2860195,41.47,22.23,21.91,6896655,100330,3117,0.347980289,8.736003178,1
3330515,48.29,25.9,25.7,6896655,92565,4454,0.412562322,10.07817558,1
3700660,53.66,27.61,27.77,6896655,52051,2502,0.448840779,10.83290378,1
4165478,60.4,27.61,28.95,6896655,204857,2363,0.483103766,13.8032858,1
4300503,62.36,27.61,29.66,6896655,139314,2263,0.515916774,15.82330855,1
4312603,62.53,27.61,29.72,6896655,45325,917,0.529213075,16.4805112,1
25833,0.12,0.12,0.0,21497097,45,2,0.000781501,0.062701489,0
33960,0.16,0.12,0.0,21497097,94,1,0.000786153,0.063138758,0
108799,0.51,0.51,0.06,21497097,204,2,0.000795456,0.064087723,0
254545,1.18,1.09,0.78,21497097,466,13,0.00085593,0.066255458,0
622350,2.9,1.51,1.38,21497097,550,30,0.000995483,0.068813943,0
661796,3.08,2.06,1.51,21497097,1207,72,0.001330412,0.074428654,0
1053330,4.9,4.52,3.02,21497097,1632,32,0.00147927,0.082020377,0
1259250,5.86,5.44,3.59,21497097,2992,48,0.001702555,0.095938535,0
2320456,10.79,9.83,5.33,21497097,127,9,0.001744422,0.096529313,0
2330052,10.84,9.85,5.36,21497097,102,7,0.001776984,0.097003795,0
615,0.01,0.01,0.0,12255429,2311,0,0.000310067,0.163511208,0
2370,0.02,0.01,0.01,12255429,376,0,0.000310067,0.166579236,0
7543,0.06,0.03,0.03,12255429,6951,0,0.000310067,0.223296957,0
8400,0.07,0.05,0.05,12255429,10066,0,0.000310067,0.305431984,0
11101,0.09,0.08,0.07,12255429,695,0,0.000310067,0.311102941,0
11502,0.09,0.08,0.07,12255429,355,0,0.000310067,0.313999616,0
69777,0.41,0.4,0.01,16946446,354,0,0.0,0.004838773,0
645765,3.81,2.4,1.41,16946446,1620,11,6.49e-05,0.014398299,0
2284788,13.48,7.9,5.58,16946446,10962,82,0.000548788,0.079084429,0
4613562,27.22,15.49,11.73,16946446,16692,121,0.001262802,0.177582958,0
7251656,42.79,24.8,17.99,16946446,20291,388,0.003552367,0.297318978,0
12088317,71.33,43.1,28.23,16946446,26858,795,0.008243616,0.455806486,0
19085923,112.62,63.74,50.31,16946446,15812,506,0.011229493,0.549112186,1
24272621,143.23,78.9,65.27,16946446,19596,416,0.013684285,0.664747051,1
27582895,162.77,80.9,77.1,16946446,5871,469,0.016451827,0.699391483,1
28716448,169.45,83.47,78.79,16946446,1612,152,0.01734877,0.708903802,1
30456720,179.72,84.16,80.6,16946446,359,72,0.017773638,0.71102224,1
33144777,195.59,84.7,81.2,16946446,862,3,0.017791341,0.716108853,1
35421650,209.02,86.12,81.73,16946446,8921,17,0.017891657,0.768751159,1
35962180,212.21,86.7,81.83,16946446,5276,22,0.018021478,0.79988453,1
11000,0.04,0.04,0.0,27224262,24581,386,0.004066226,0.265388278,0
75215,0.28,0.23,0.04,27224262,6679,168,0.004683323,0.289921541,0
110324,0.41,0.32,0.08,27224262,1929,49,0.004863309,0.297007133,0
331875,1.22,1.03,0.19,27224262,1206,10,0.004900041,0.301437005,0
428255,1.57,1.28,0.29,27224262,1361,16,0.004958812,0.306436222,0
469341,1.72,1.41,0.31,27224262,8878,109,0.00535919,0.33904684,0
503363,1.85,1.53,0.59,27224262,10196,227,0.006193005,0.376498727,0
953375,3.5,2.86,2.19,27224262,4295,105,0.006578691,0.392275096,0
1020007,3.75,3.06,2.42,27224262,2573,60,0.006799082,0.401726225,0
1024333,3.76,3.08,2.44,27224262,7351,29,0.006905605,0.428727875,0
1267525,4.66,3.93,2.97,27224262,2522,43,0.007063552,0.437991671,0
1272574,4.67,3.94,2.99,27224262,304,4,0.007078245,0.439108322,0
98442,0.26,0.26,0.0,38067913,206781,4001,0.043829563,1.550515785,0
972603,2.55,2.26,0.3,38067913,192667,4187,0.054828327,2.056629687,0
1917698,5.04,3.63,1.41,38067913,87111,1587,0.058997193,2.285460198,0
5773517,15.17,13.3,1.87,38067913,120640,1100,0.061886765,2.602367511,0
13536973,35.56,32.59,2.97,38067913,239869,1560,0.065984705,3.232475602,0
24044376,63.16,57.54,5.62,38067913,156556,1069,0.068792844,3.643730088,0
37623803,98.83,67.89,30.94,38067913,32656,459,0.069998584,3.72951362,1
49471379,129.96,71.13,58.81,38067913,15219,201,0.070526588,3.76949217,1
53523195,140.6,73.5,67.04,38067913,69323,277,0.071254235,3.951595665,1
56312456,147.93,76.45,70.98,38067913,124736,854,0.073497594,4.279262696,1
58682096,154.15,78.33,74.29,38067913,91140,1070,0.07630836,4.518676924,1
60707051,159.47,79.9,76.24,38067913,78029,756,0.078294284,4.723650072,1
68756211,180.61,83.34,77.27,38067913,425540,765,0.080303851,5.841494384,1
78008088,204.92,84.96,79.2,38067913,849919,4044,0.09092697,8.074133195,1
81219925,213.36,85.56,81.2,38067913,228746,2074,0.096375128,8.675022453,1
81496646,214.08,85.65,81.39,38067913,167743,1141,0.098618487,9.115663893,1
2184,0.39,0.39,0.0,561901,2070,21,0.029898505,3.109088612,0
2184,0.39,0.39,0.0,561901,6412,49,0.038618903,4.250214896,0
24382,4.34,3.86,0.48,561901,6557,47,0.046983365,5.417146437,0
82451,14.67,13.59,1.08,561901,2018,22,0.050898646,5.776284434,0
159446,28.38,25.14,3.23,561901,1334,12,0.053034253,6.013692804,0
309001,54.99,42.03,12.96,561901,1563,15,0.055703763,6.291855683,0
420246,74.79,50.56,25.4,561901,2222,26,0.060330912,6.687299008,1
511628,91.05,52.26,38.64,561901,639,10,0.062110585,6.801020109,1
544075,96.83,52.86,43.95,561901,155,1,0.062288553,6.828605039,1
571130,101.64,53.89,45.55,561901,3362,3,0.062644487,7.426931079,1
611615,108.85,57.23,47.7,561901,13963,44,0.070475048,9.911888393,1
704843,125.44,62.7,53.0,561901,191,5,0.071364885,9.945880146,1
711323,126.59,62.81,53.41,561901,64,0,0.071364885,9.957270053,1
0,0.0,0.0,0.0,66498,64,0,0.003007609,0.508285963,0
0,0.0,0.0,0.0,66498,52,0,0.003007609,0.586483804,0
21106,31.74,19.11,11.67,66498,54,0,0.003007609,0.667689254,0
49561,74.53,45.83,28.7,66498,56,0,0.003007609,0.751902313,0
65694,98.79,53.8,44.99,66498,43,0,0.003007609,0.816565912,1
80120,120.48,65.02,55.47,66498,41,0,0.003007609,0.878221901,1
93525,140.64,72.81,67.36,66498,30,0,0.003007609,0.92333604,1
97707,146.93,75.13,71.8,66498,29,0,0.003007609,0.966946374,1
101008,151.9,77.47,74.43,66498,37,0,0.003007609,1.022587145,1
106655,160.39,82.9,77.42,66498,160,0,0.003007609,1.263195886,1
113448,170.6,84.76,81.41,66498,810,0,0.003007609,2.481277632,1
123877,186.29,87.15,83.96,66498,5424,3,0.007519023,10.63791392,1
130608,196.41,88.11,85.55,66498,1744,6,0.016541851,13.26054919,1
137430,206.67,89.19,86.43,66498,4970,4,0.022557069,20.73445818,1
143257,215.43,92.49,89.82,66498,5585,2,0.025564679,29.13320701,1
18408,0.37,0.37,0.0,4919987,680,10,0.001991875,0.144126397,0
78685,1.6,0.87,0.0,4919987,50,0,0.001991875,0.14514266,0
93790,1.91,0.87,0.0,4919987,10,0,0.001991875,0.145345912,0
108895,2.21,0.87,0.0,4919987,4145,2,0.002032526,0.229594103,0
207004,4.21,4.01,0.2,4919987,75,0,0.002032526,0.231118497,0
385557,7.84,6.7,5.8,4919987,147,0,0.002032526,0.23410631,0
422496,8.59,7.36,6.54,4919987,190,1,0.002052851,0.237968108,0
436772,8.88,7.62,6.81,4919987,455,0,0.002052851,0.2472161,0
652134,13.25,11.64,11.17,4919987,1756,9,0.002235778,0.282907252,0
855735,17.39,15.76,15.01,4919987,306,3,0.002296754,0.28912678,0
900298,18.3,16.65,15.85,4919987,424,0,0.002296754,0.297744689,0
9799,0.06,0.06,0.0,16914985,20,1,0.001028674,0.029269905,0
29980,0.18,0.13,0.04,16914985,22,0,0.001028674,0.029399967,0
55598,0.33,0.24,0.09,16914985,19,0,0.001028674,0.029512293,0
154042,0.91,0.73,0.18,16914985,46,0,0.001028674,0.029784242,0
226843,1.34,0.99,0.36,16914985,31,0,0.001028674,0.029967511,0
258618,1.53,1.1,0.43,16914985,38,1,0.001034586,0.030192164,0
285922,1.69,1.21,0.48,16914985,596,6,0.001070057,0.033715667,0
392157,2.32,1.51,0.8,16914985,1452,9,0.001123264,0.042299771,0
403992,2.39,1.6,0.84,16914985,100,0,0.001123264,0.042890963,0
8649,0.05,0.05,0.0,19212362,57230,1198,0.086444342,3.169693555,0
67449,0.35,0.3,0.05,19212362,118136,1844,0.096042329,3.784589318,0
3372989,17.56,17.26,0.29,19212362,97516,2120,0.107076891,4.292158351,0
10501424,54.66,35.48,19.18,19212362,170913,2563,0.120417261,5.181757454,0
14938099,77.75,42.53,35.23,19212362,202707,3218,0.137166893,6.236843757,1
18780332,97.75,55.86,41.89,19212362,186101,2947,0.152505975,7.205496128,1
23092408,120.2,66.21,56.15,19212362,171556,3245,0.169396142,8.098442034,1
25896154,134.79,72.03,65.4,19212362,59869,2903,0.184506205,8.410059107,1
29056519,151.24,75.12,71.17,19212362,22904,1489,0.192256423,8.529274016,1
32426159,168.78,80.54,73.73,19212362,15589,531,0.195020269,8.610414482,1
36944493,192.3,85.87,78.79,19212362,40784,502,0.196524509,8.822694471,1
41065348,213.74,87.84,84.1,19212362,67703,589,0.199590243,9.175087373,1
44313306,230.65,90.07,86.1,19212362,43743,769,0.203592874,9.402768905,1
46711243,243.13,91.71,88.24,19212362,359490,606,0.206747093,11.27390791,1
48747383,253.73,92.62,89.69,19212362,895035,2632,0.220446606,15.93254905,1
49207742,256.13,92.76,89.9,19212362,397480,2664,0.293894108,18.00142533,1
4500000,0.31,0.31,0.0,1444216102,529,0,0.000320866,0.006028945,2
24000000,1.66,1.66,0.0,1444216102,2493,2,0.000321005,0.006201565,2
52520000,3.64,3.64,0.0,1444216102,348,0,0.000321005,0.006225661,2
119821000,8.3,8.3,0.0,1444216102,305,0,0.000321005,0.00624678,2
265064000,18.35,18.35,0.0,1444216102,454,0,0.000321005,0.006278216,2
661468000,45.8,43.07,0.0,1444216102,451,0,0.000321005,0.006309444,2
1244675000,86.18,43.07,0.0,1444216102,670,0,0.000321005,0.006355836,2
1652819000,114.44,43.07,0.0,1444216102,1220,3,0.000321212,0.006439964,2
2067589000,143.16,74.26,61.59,1444216102,1891,0,0.000321005,0.0065709,2
2211452000,153.12,76.22,72.56,1444216102,1264,0,0.000321005,0.006658422,2
2274072000,157.46,76.22,74.12,1444216102,1081,0,0.000321005,0.006733272,2
2507975000,173.66,84.82,76.89,1444216102,1581,0,0.000321005,0.006842743,2
2835332000,196.32,87.24,83.6,1444216102,3490,0,0.000321005,0.007084397,2
3000532000,207.76,87.66,84.99,1444216102,3825,0,0.000321005,0.007349246,2
3129845000,216.72,87.89,85.48,1444216102,3387,0,0.000321005,0.007583768,2
3165486000,219.18,87.89,85.48,1444216102,37911,2,0.000321143,0.010208791,2
130578,0.25,0.25,0.0,51265841,156806,5783,0.116580551,4.392183872,0
2243392,4.38,3.82,0.56,51265841,154687,3656,0.123712005,4.6939189,0
4986471,9.73,6.55,3.17,51265841,453347,10298,0.143799455,5.57822508,0
10092122,19.69,13.26,6.42,51265841,546732,15054,0.173164037,6.64468959,0
18281743,35.66,22.47,13.45,51265841,834526,17770,0.207826494,8.272529851,1
27524377,53.69,34.72,23.76,51265841,544338,14179,0.235484287,9.334324585,1
35546165,69.34,46.03,28.72,51265841,123766,4222,0.24371979,9.575744598,1
40404815,78.81,51.37,33.02,51265841,48191,1354,0.246360925,9.669746762,1
47404063,92.47,58.85,41.74,51265841,45110,982,0.24827643,9.757739076,1
57521265,112.2,58.85,48.27,51265841,67257,1247,0.250708849,9.888931696,1
64690489,126.19,74.81,55.25,51265841,87796,1414,0.253467021,10.06018803,1
71927908,140.3,78.7,61.77,51265841,729821,4358,0.261967808,11.48378898,1
76733198,149.68,80.47,65.1,51265841,177322,4467,0.270681212,11.82967622,1
77655719,151.48,80.77,65.75,51265841,19657,828,0.272296323,11.86801949,1
13440,1.51,1.51,0.0,888456,138,0,0.016433003,0.431535158,0
83907,9.44,4.86,4.15,888456,47,0,0.016433003,0.436825234,0
84360,9.5,4.86,4.64,888456,55,0,0.016433003,0.443015749,0
125960,14.18,9.54,4.64,888456,92,1,0.016545558,0.453370792,0
277419,31.22,19.67,4.66,888456,40,0,0.016545558,0.457872984,0
352635,39.69,21.46,18.24,888456,73,0,0.016545558,0.466089486,0
407792,45.9,27.65,18.24,888456,118,0,0.016545558,0.479370954,0
523256,58.89,31.73,27.16,888456,242,3,0.016883222,0.506609219,0
581547,65.46,37.75,27.7,888456,2014,7,0.017671106,0.733294614,0
598000,67.31,38.39,28.92,888456,1317,4,0.01800877,0.881529305,0
637961,71.81,38.39,33.9,888456,201,0,0.01800877,0.904152822,0
637961,71.81,38.39,33.9,888456,52,0,0.01800877,0.910005673,0
14297,0.25,0.25,0.0,5657017,997,9,0.002545511,0.188756725,0
38268,0.68,0.68,0.0,5657017,980,9,0.002704606,0.206080342,0
116110,2.05,2.05,0.0,5657017,938,12,0.002916732,0.222661519,0
198698,3.51,2.35,1.17,5657017,590,13,0.003146535,0.233091044,0
290287,5.13,3.27,1.86,5657017,402,5,0.00323492,0.240197263,0
346613,6.13,4.08,2.05,5657017,656,10,0.003411692,0.251793481,0
410016,7.25,5.12,2.12,5657017,3079,65,0.004560708,0.306221459,0
625579,11.06,8.78,2.28,5657017,1647,96,0.006257715,0.335335743,0
758891,13.42,11.01,10.32,5657017,1119,13,0.006487518,0.355116486,0
758891,13.42,11.01,10.32,5657017,3616,4,0.006558227,0.4190371,0
812761,14.37,11.95,11.23,5657017,315,7,0.006681967,0.424605406,0
4363,24.83,24.83,0.0,17572,1,0,0.0,0.005690872,0
18942,107.8,55.51,52.28,17572,0,0,0.0,0.005690872,1
20509,116.71,62.21,54.51,17572,0,0,0.0,0.005690872,1
22444,127.73,64.9,62.83,17572,0,0,0.0,0.005690872,1
22444,127.73,64.9,62.83,17572,0,0,0.0,0.005690872,1
23489,133.67,69.98,63.69,17572,0,0,0.0,0.005690872,1
24326,138.44,71.7,66.73,17572,0,0,0.0,0.005690872,1
25339,144.2,73.08,71.12,17572,1,0,0.0,0.011381744,1
25601,145.69,73.82,71.88,17572,0,0,0.0,0.011381744,1
27441,156.16,83.44,72.72,17572,8,0,0.0,0.056908718,1
27717,157.73,84.96,72.77,17572,1735,0,0.0,9.930571364,1
55,0.0,0.0,0.0,5139053,29683,459,0.042517561,3.294789916,0
48128,0.94,0.89,0.05,5139053,23955,419,0.050670814,3.760926381,0
101183,1.97,1.11,0.86,5139053,11065,196,0.054484747,3.976238424,0
384355,7.48,4.36,3.12,5139053,12423,157,0.057539784,4.217975569,0
818884,15.93,10.48,5.45,5139053,34227,274,0.062871506,4.883993218,0
1457802,28.37,16.88,11.49,5139053,67995,810,0.078633165,6.207096911,0
2440385,47.49,31.7,15.78,5139053,48952,626,0.090814397,7.15964595,0
3424278,66.63,50.07,16.56,5139053,38876,363,0.097877955,7.916127738,1
4278505,83.25,59.53,23.73,5139053,56912,476,0.107140362,9.023569128,1
5596495,108.9,66.3,42.6,5139053,68459,880,0.12426414,10.35570172,1
6124445,119.17,70.0,49.18,5139053,27513,643,0.136776173,10.89107273,1
7137983,138.9,75.65,62.56,5139053,7141,270,0.142030059,11.0300283,1
7756348,150.93,76.76,68.21,5139053,3717,54,0.143080836,11.1023568,1
8315360,161.81,79.0,71.54,5139053,124309,222,0.147400698,13.52126549,1
9349535,181.93,81.65,74.48,5139053,112063,462,0.156390681,15.70188126,1
40153,0.15,0.15,0.0,27053629,11135,52,0.000901912,0.162229622,0
149037,0.55,0.55,0.0,27053629,2147,42,0.001057159,0.17016571,0
541449,2.0,2.0,0.0,27053629,1256,19,0.00112739,0.174808341,0
757113,2.8,2.8,0.0,27053629,1013,8,0.001156961,0.178552755,0
1008244,3.73,3.73,0.0,27053629,1830,16,0.001216103,0.185317097,0
1353553,5.0,4.37,0.0,27053629,5534,112,0.001630096,0.205772763,0
2137947,7.9,4.41,1.01,27053629,4584,183,0.00230653,0.222716886,0
3232947,11.95,8.55,3.4,27053629,1044,71,0.002568971,0.226575887,0
3845788,14.22,9.87,4.35,27053629,427,9,0.002602239,0.228154234,0
7113233,26.29,18.3,7.99,27053629,9280,10,0.002639202,0.262456471,0
7591109,28.06,19.25,8.81,27053629,9714,71,0.002901644,0.298362929,0
9558981,35.33,21.49,13.85,27053629,765,8,0.002931215,0.301190646,0
9970869,36.86,25.41,14.81,27053629,236,3,0.002942304,0.302062988,0
7864,0.19,0.19,0.0,4081657,82395,2134,0.096039427,5.165475688,0
80000,1.96,1.42,0.29,4081657,21589,1107,0.123160765,5.694403033,0
194267,4.76,3.33,1.43,4081657,10547,499,0.135386192,5.952802992,0
476499,11.67,9.45,2.19,4081657,28659,421,0.145700631,6.654944303,0
901120,22.08,17.21,4.87,4081657,60551,1134,0.173483465,8.138434954,0
1773289,43.45,31.37,12.08,4081657,23998,945,0.196635827,8.726382447,1
2573481,63.05,36.47,26.58,4081657,3691,180,0.201045801,8.816811408,1
3078364,75.42,40.34,35.08,4081657,3743,53,0.202344293,8.908514361,1
3264851,79.99,42.22,39.48,4081657,10383,75,0.204181782,9.162896343,1
3436799,84.2,44.66,40.02,4081657,30792,306,0.211678737,9.917295843,1
3616491,88.6,46.84,44.05,4081657,65558,580,0.225888653,11.52345726,1
4154022,101.77,53.59,47.33,4081657,137857,1679,0.267023907,14.90093362,1
4729751,115.88,55.35,47.86,4081657,107040,1639,0.307179168,17.52339797,1
5100960,124.97,56.22,54.05,4081657,221922,1289,0.338759479,22.96045454,1
5195726,127.29,56.52,54.64,4081657,117627,1242,0.369188298,25.84229885,1
5202211,127.45,56.54,54.69,4081657,40321,479,0.380923728,26.83015746,1
2037745,18.01,10.47,1.3,11317498,35559,314,0.008464768,1.257044622,0
6132569,54.19,24.51,11.07,11317498,48727,326,0.011345264,1.687590314,0
9894050,87.42,35.53,23.46,11317498,193603,1474,0.024369344,3.398242262,0
14115595,124.72,49.07,34.61,11317498,268259,2545,0.046856646,5.768545309,1
21292523,188.14,83.37,45.48,11317498,224573,2133,0.065703568,7.752844312,1
25800950,227.97,87.83,64.35,11317498,74573,800,0.072772268,8.411762034,1
28485574,251.69,89.91,81.62,11317498,10485,68,0.073373108,8.504406186,1
30874045,272.8,92.33,85.46,11317498,3518,18,0.073532153,8.535490795,1
34298831,303.06,93.41,86.87,11317498,78786,77,0.074212516,9.231634059,1
35001661,309.27,93.74,87.32,11317498,25072,95,0.075051924,9.453167122,1
35077956,309.94,93.78,87.37,11317498,18776,16,0.075193298,9.619069515,1
20485,12.43,9.56,2.87,164796,3674,13,0.02123838,5.099638341,0
95693,58.07,43.84,14.23,164796,3791,74,0.066142382,7.400058254,0
153779,93.31,51.56,41.75,164796,77,13,0.074030923,7.446782689,1
167493,101.64,53.88,47.76,164796,70,4,0.076458166,7.489259448,1
175129,106.27,56.24,50.03,164796,1283,0,0.076458166,8.267797762,1
182637,110.83,58.33,52.5,164796,1674,18,0.087380762,9.283599116,1
